High0,Close0,Open0,Low0,Volume0,QuoteAssetVolume0,TakerBuyBaseAssetVolume0,TakerBuyQuoteAssetVolume0,TradeNum0,OpenTime0,CloseTime0,prof0,sym0,High1,Close1,Open1,Low1,Volume1,QuoteAssetVolume1,TakerBuyBaseAssetVolume1,TakerBuyQuoteAssetVolume1,TradeNum1,OpenTime1,CloseTime1,prof1,sym1,High2,Close2,Open2,Low2,Volume2,QuoteAssetVolume2,TakerBuyBaseAssetVolume2,TakerBuyQuoteAssetVolume2,TradeNum2,OpenTime2,CloseTime2,prof2,sym2,High3,Close3,Open3,Low3,Volume3,QuoteAssetVolume3,TakerBuyBaseAssetVolume3,TakerBuyQuoteAssetVolume3,TradeNum3,OpenTime3,CloseTime3,prof3,sym3,High4,Close4,Open4,Low4,Volume4,QuoteAssetVolume4,TakerBuyBaseAssetVolume4,TakerBuyQuoteAssetVolume4,TradeNum4,OpenTime4,CloseTime4,prof4,sym4
17017.08000000,17010.28000000,17013.74000000,17007.94000000,342.55153000,5827530.06262370,173.99587000,2960085.27107200,11585,1670143200000,1670143499999,0,BTCUSDT,17014.10000000,17010.58000000,17010.28000000,17008.26000000,342.83322000,5832076.51393840,148.07455000,2519004.71777240,8478,1670143500000,1670143799999,0,BTCUSDT,17017.50000000,17017.01000000,17011.09000000,17010.26000000,268.94018000,4575790.11443750,134.81234000,2293749.71155950,8081,1670143800000,1670144099999,0,BTCUSDT,17026.87000000,17012.10000000,17016.52000000,17011.55000000,512.43661000,8721494.11090400,242.88821000,4134001.19953110,12011,1670144100000,1670144399999,0,BTCUSDT,17020.95000000,17018.48000000,17012.10000000,17011.03000000,396.29859000,6743483.24337890,199.14647000,3388792.51740810,9217,1670144400000,1670144699999,0,BTCUSDT
17014.10000000,17010.58000000,17010.28000000,17008.26000000,342.83322000,5832076.51393840,148.07455000,2519004.71777240,8478,1670143500000,1670143799999,0,BTCUSDT,17017.50000000,17017.01000000,17011.09000000,17010.26000000,268.94018000,4575790.11443750,134.81234000,2293749.71155950,8081,1670143800000,1670144099999,0,BTCUSDT,17026.87000000,17012.10000000,17016.52000000,17011.55000000,512.43661000,8721494.11090400,242.88821000,4134001.19953110,12011,1670144100000,1670144399999,0,BTCUSDT,17020.95000000,17018.48000000,17012.10000000,17011.03000000,396.29859000,6743483.24337890,199.14647000,3388792.51740810,9217,1670144400000,1670144699999,0,BTCUSDT,17023.07000000,17022.41000000,17018.69000000,17015.76000000,322.90693000,5495543.13719230,166.50570000,2833812.41234180,8748,1670144700000,1670144999999,0,BTCUSDT
17017.50000000,17017.01000000,17011.09000000,17010.26000000,268.94018000,4575790.11443750,134.81234000,2293749.71155950,8081,1670143800000,1670144099999,0,BTCUSDT,17026.87000000,17012.10000000,17016.52000000,17011.55000000,512.43661000,8721494.11090400,242.88821000,4134001.19953110,12011,1670144100000,1670144399999,0,BTCUSDT,17020.95000000,17018.48000000,17012.10000000,17011.03000000,396.29859000,6743483.24337890,199.14647000,3388792.51740810,9217,1670144400000,1670144699999,0,BTCUSDT,17023.07000000,17022.41000000,17018.69000000,17015.76000000,322.90693000,5495543.13719230,166.50570000,2833812.41234180,8748,1670144700000,1670144999999,0,BTCUSDT,17023.07000000,17017.74000000,17022.41000000,17016.00000000,384.68064000,6547306.25966430,191.89493000,3266105.22447260,10974,1670145000000,1670145299999,0,BTCUSDT
17026.87000000,17012.10000000,17016.52000000,17011.55000000,512.43661000,8721494.11090400,242.88821000,4134001.19953110,12011,1670144100000,1670144399999,0,BTCUSDT,17020.95000000,17018.48000000,17012.10000000,17011.03000000,396.29859000,6743483.24337890,199.14647000,3388792.51740810,9217,1670144400000,1670144699999,0,BTCUSDT,17023.07000000,17022.41000000,17018.69000000,17015.76000000,322.90693000,5495543.13719230,166.50570000,2833812.41234180,8748,1670144700000,1670144999999,0,BTCUSDT,17023.07000000,17017.74000000,17022.41000000,17016.00000000,384.68064000,6547306.25966430,191.89493000,3266105.22447260,10974,1670145000000,1670145299999,0,BTCUSDT,17027.77000000,17027.09000000,17017.13000000,17016.80000000,369.62088000,6291837.12455770,208.70018000,3552650.44752000,10516,1670145300000,1670145599999,0,BTCUSDT
17020.95000000,17018.48000000,17012.10000000,17011.03000000,396.29859000,6743483.24337890,199.14647000,3388792.51740810,9217,1670144400000,1670144699999,0,BTCUSDT,17023.07000000,17022.41000000,17018.69000000,17015.76000000,322.90693000,5495543.13719230,166.50570000,2833812.41234180,8748,1670144700000,1670144999999,0,BTCUSDT,17023.07000000,17017.74000000,17022.41000000,17016.00000000,384.68064000,6547306.25966430,191.89493000,3266105.22447260,10974,1670145000000,1670145299999,0,BTCUSDT,17027.77000000,17027.09000000,17017.13000000,17016.80000000,369.62088000,6291837.12455770,208.70018000,3552650.44752000,10516,1670145300000,1670145599999,0,BTCUSDT,17028.83000000,17028.83000000,17026.69000000,17019.04000000,364.36139000,6202740.14801720,182.40618000,3105283.48504570,11184,1670145600000,1670145899999,0,BTCUSDT
17023.07000000,17022.41000000,17018.69000000,17015.76000000,322.90693000,5495543.13719230,166.50570000,2833812.41234180,8748,1670144700000,1670144999999,0,BTCUSDT,17023.07000000,17017.74000000,17022.41000000,17016.00000000,384.68064000,6547306.25966430,191.89493000,3266105.22447260,10974,1670145000000,1670145299999,0,BTCUSDT,17027.77000000,17027.09000000,17017.13000000,17016.80000000,369.62088000,6291837.12455770,208.70018000,3552650.44752000,10516,1670145300000,1670145599999,0,BTCUSDT,17028.83000000,17028.83000000,17026.69000000,17019.04000000,364.36139000,6202740.14801720,182.40618000,3105283.48504570,11184,1670145600000,1670145899999,0,BTCUSDT,17033.77000000,17020.12000000,17028.51000000,17020.00000000,492.03856000,8377578.94594580,234.32594000,3989837.04413680,11624,1670145900000,1670146199999,0,BTCUSDT
17023.07000000,17017.74000000,17022.41000000,17016.00000000,384.68064000,6547306.25966430,191.89493000,3266105.22447260,10974,1670145000000,1670145299999,0,BTCUSDT,17027.77000000,17027.09000000,17017.13000000,17016.80000000,369.62088000,6291837.12455770,208.70018000,3552650.44752000,10516,1670145300000,1670145599999,0,BTCUSDT,17028.83000000,17028.83000000,17026.69000000,17019.04000000,364.36139000,6202740.14801720,182.40618000,3105283.48504570,11184,1670145600000,1670145899999,0,BTCUSDT,17033.77000000,17020.12000000,17028.51000000,17020.00000000,492.03856000,8377578.94594580,234.32594000,3989837.04413680,11624,1670145900000,1670146199999,0,BTCUSDT,17029.68000000,17025.77000000,17020.12000000,17020.00000000,354.60291000,6037365.40163620,192.75713000,3281845.43322920,9824,1670146200000,1670146499999,0,BTCUSDT
17027.77000000,17027.09000000,17017.13000000,17016.80000000,369.62088000,6291837.12455770,208.70018000,3552650.44752000,10516,1670145300000,1670145599999,0,BTCUSDT,17028.83000000,17028.83000000,17026.69000000,17019.04000000,364.36139000,6202740.14801720,182.40618000,3105283.48504570,11184,1670145600000,1670145899999,0,BTCUSDT,17033.77000000,17020.12000000,17028.51000000,17020.00000000,492.03856000,8377578.94594580,234.32594000,3989837.04413680,11624,1670145900000,1670146199999,0,BTCUSDT,17029.68000000,17025.77000000,17020.12000000,17020.00000000,354.60291000,6037365.40163620,192.75713000,3281845.43322920,9824,1670146200000,1670146499999,0,BTCUSDT,17027.02000000,17016.72000000,17026.05000000,17016.23000000,331.11767000,5636059.31022650,146.77551000,2498337.46320350,9200,1670146500000,1670146799999,0,BTCUSDT
17028.83000000,17028.83000000,17026.69000000,17019.04000000,364.36139000,6202740.14801720,182.40618000,3105283.48504570,11184,1670145600000,1670145899999,0,BTCUSDT,17033.77000000,17020.12000000,17028.51000000,17020.00000000,492.03856000,8377578.94594580,234.32594000,3989837.04413680,11624,1670145900000,1670146199999,0,BTCUSDT,17029.68000000,17025.77000000,17020.12000000,17020.00000000,354.60291000,6037365.40163620,192.75713000,3281845.43322920,9824,1670146200000,1670146499999,0,BTCUSDT,17027.02000000,17016.72000000,17026.05000000,17016.23000000,331.11767000,5636059.31022650,146.77551000,2498337.46320350,9200,1670146500000,1670146799999,0,BTCUSDT,17017.48000000,17013.69000000,17016.72000000,17008.00000000,550.26396000,9361514.65130260,259.51798000,4415194.97074380,12010,1670146800000,1670147099999,0,BTCUSDT
17033.77000000,17020.12000000,17028.51000000,17020.00000000,492.03856000,8377578.94594580,234.32594000,3989837.04413680,11624,1670145900000,1670146199999,0,BTCUSDT,17029.68000000,17025.77000000,17020.12000000,17020.00000000,354.60291000,6037365.40163620,192.75713000,3281845.43322920,9824,1670146200000,1670146499999,0,BTCUSDT,17027.02000000,17016.72000000,17026.05000000,17016.23000000,331.11767000,5636059.31022650,146.77551000,2498337.46320350,9200,1670146500000,1670146799999,0,BTCUSDT,17017.48000000,17013.69000000,17016.72000000,17008.00000000,550.26396000,9361514.65130260,259.51798000,4415194.97074380,12010,1670146800000,1670147099999,0,BTCUSDT,17017.04000000,17010.29000000,17013.56000000,17008.78000000,346.20057000,5889874.70742590,167.99444000,2858098.53361120,9652,1670147100000,1670147399999,0,BTCUSDT
17029.68000000,17025.77000000,17020.12000000,17020.00000000,354.60291000,6037365.40163620,192.75713000,3281845.43322920,9824,1670146200000,1670146499999,0,BTCUSDT,17027.02000000,17016.72000000,17026.05000000,17016.23000000,331.11767000,5636059.31022650,146.77551000,2498337.46320350,9200,1670146500000,1670146799999,0,BTCUSDT,17017.48000000,17013.69000000,17016.72000000,17008.00000000,550.26396000,9361514.65130260,259.51798000,4415194.97074380,12010,1670146800000,1670147099999,0,BTCUSDT,17017.04000000,17010.29000000,17013.56000000,17008.78000000,346.20057000,5889874.70742590,167.99444000,2858098.53361120,9652,1670147100000,1670147399999,0,BTCUSDT,17014.37000000,17005.58000000,17010.29000000,17004.68000000,506.66574000,8617549.48720660,239.46161000,4072935.72624140,12557,1670147400000,1670147699999,0,BTCUSDT
17027.02000000,17016.72000000,17026.05000000,17016.23000000,331.11767000,5636059.31022650,146.77551000,2498337.46320350,9200,1670146500000,1670146799999,0,BTCUSDT,17017.48000000,17013.69000000,17016.72000000,17008.00000000,550.26396000,9361514.65130260,259.51798000,4415194.97074380,12010,1670146800000,1670147099999,0,BTCUSDT,17017.04000000,17010.29000000,17013.56000000,17008.78000000,346.20057000,5889874.70742590,167.99444000,2858098.53361120,9652,1670147100000,1670147399999,0,BTCUSDT,17014.37000000,17005.58000000,17010.29000000,17004.68000000,506.66574000,8617549.48720660,239.46161000,4072935.72624140,12557,1670147400000,1670147699999,0,BTCUSDT,17008.71000000,17000.65000000,17006.36000000,17000.00000000,511.80612000,8702494.88697030,235.93001000,4011746.46746160,12454,1670147700000,1670147999999,0,BTCUSDT
17017.48000000,17013.69000000,17016.72000000,17008.00000000,550.26396000,9361514.65130260,259.51798000,4415194.97074380,12010,1670146800000,1670147099999,0,BTCUSDT,17017.04000000,17010.29000000,17013.56000000,17008.78000000,346.20057000,5889874.70742590,167.99444000,2858098.53361120,9652,1670147100000,1670147399999,0,BTCUSDT,17014.37000000,17005.58000000,17010.29000000,17004.68000000,506.66574000,8617549.48720660,239.46161000,4072935.72624140,12557,1670147400000,1670147699999,0,BTCUSDT,17008.71000000,17000.65000000,17006.36000000,17000.00000000,511.80612000,8702494.88697030,235.93001000,4011746.46746160,12454,1670147700000,1670147999999,0,BTCUSDT,17006.74000000,16997.84000000,17000.17000000,16997.24000000,443.32450000,7537417.38183470,195.64206000,3326419.99705040,10996,1670148000000,1670148299999,0,BTCUSDT
17017.04000000,17010.29000000,17013.56000000,17008.78000000,346.20057000,5889874.70742590,167.99444000,2858098.53361120,9652,1670147100000,1670147399999,0,BTCUSDT,17014.37000000,17005.58000000,17010.29000000,17004.68000000,506.66574000,8617549.48720660,239.46161000,4072935.72624140,12557,1670147400000,1670147699999,0,BTCUSDT,17008.71000000,17000.65000000,17006.36000000,17000.00000000,511.80612000,8702494.88697030,235.93001000,4011746.46746160,12454,1670147700000,1670147999999,0,BTCUSDT,17006.74000000,16997.84000000,17000.17000000,16997.24000000,443.32450000,7537417.38183470,195.64206000,3326419.99705040,10996,1670148000000,1670148299999,0,BTCUSDT,17006.97000000,17000.51000000,16997.84000000,16995.00000000,692.21141000,11768216.02938520,364.10395000,6190271.34173100,11202,1670148300000,1670148599999,0,BTCUSDT
17014.37000000,17005.58000000,17010.29000000,17004.68000000,506.66574000,8617549.48720660,239.46161000,4072935.72624140,12557,1670147400000,1670147699999,0,BTCUSDT,17008.71000000,17000.65000000,17006.36000000,17000.00000000,511.80612000,8702494.88697030,235.93001000,4011746.46746160,12454,1670147700000,1670147999999,0,BTCUSDT,17006.74000000,16997.84000000,17000.17000000,16997.24000000,443.32450000,7537417.38183470,195.64206000,3326419.99705040,10996,1670148000000,1670148299999,0,BTCUSDT,17006.97000000,17000.51000000,16997.84000000,16995.00000000,692.21141000,11768216.02938520,364.10395000,6190271.34173100,11202,1670148300000,1670148599999,0,BTCUSDT,17003.12000000,16995.93000000,17000.51000000,16995.00000000,426.08371000,7242617.26997410,207.53973000,3527817.97657840,10117,1670148600000,1670148899999,0,BTCUSDT
17008.71000000,17000.65000000,17006.36000000,17000.00000000,511.80612000,8702494.88697030,235.93001000,4011746.46746160,12454,1670147700000,1670147999999,0,BTCUSDT,17006.74000000,16997.84000000,17000.17000000,16997.24000000,443.32450000,7537417.38183470,195.64206000,3326419.99705040,10996,1670148000000,1670148299999,0,BTCUSDT,17006.97000000,17000.51000000,16997.84000000,16995.00000000,692.21141000,11768216.02938520,364.10395000,6190271.34173100,11202,1670148300000,1670148599999,0,BTCUSDT,17003.12000000,16995.93000000,17000.51000000,16995.00000000,426.08371000,7242617.26997410,207.53973000,3527817.97657840,10117,1670148600000,1670148899999,0,BTCUSDT,17003.17000000,16994.37000000,16995.93000000,16992.01000000,600.57021000,10207682.92248000,286.57375000,4871043.06972970,11196,1670148900000,1670149199999,0,BTCUSDT
17006.74000000,16997.84000000,17000.17000000,16997.24000000,443.32450000,7537417.38183470,195.64206000,3326419.99705040,10996,1670148000000,1670148299999,0,BTCUSDT,17006.97000000,17000.51000000,16997.84000000,16995.00000000,692.21141000,11768216.02938520,364.10395000,6190271.34173100,11202,1670148300000,1670148599999,0,BTCUSDT,17003.12000000,16995.93000000,17000.51000000,16995.00000000,426.08371000,7242617.26997410,207.53973000,3527817.97657840,10117,1670148600000,1670148899999,0,BTCUSDT,17003.17000000,16994.37000000,16995.93000000,16992.01000000,600.57021000,10207682.92248000,286.57375000,4871043.06972970,11196,1670148900000,1670149199999,0,BTCUSDT,17006.96000000,17000.96000000,16993.83000000,16991.54000000,1022.49118000,17381761.41889250,501.16711000,8519904.53791800,13918,1670149200000,1670149499999,0,BTCUSDT
17006.97000000,17000.51000000,16997.84000000,16995.00000000,692.21141000,11768216.02938520,364.10395000,6190271.34173100,11202,1670148300000,1670148599999,0,BTCUSDT,17003.12000000,16995.93000000,17000.51000000,16995.00000000,426.08371000,7242617.26997410,207.53973000,3527817.97657840,10117,1670148600000,1670148899999,0,BTCUSDT,17003.17000000,16994.37000000,16995.93000000,16992.01000000,600.57021000,10207682.92248000,286.57375000,4871043.06972970,11196,1670148900000,1670149199999,0,BTCUSDT,17006.96000000,17000.96000000,16993.83000000,16991.54000000,1022.49118000,17381761.41889250,501.16711000,8519904.53791800,13918,1670149200000,1670149499999,0,BTCUSDT,17004.77000000,17002.57000000,17000.96000000,16995.09000000,329.32632000,5598646.20607420,149.21455000,2536732.33070210,9947,1670149500000,1670149799999,0,BTCUSDT
17003.12000000,16995.93000000,17000.51000000,16995.00000000,426.08371000,7242617.26997410,207.53973000,3527817.97657840,10117,1670148600000,1670148899999,0,BTCUSDT,17003.17000000,16994.37000000,16995.93000000,16992.01000000,600.57021000,10207682.92248000,286.57375000,4871043.06972970,11196,1670148900000,1670149199999,0,BTCUSDT,17006.96000000,17000.96000000,16993.83000000,16991.54000000,1022.49118000,17381761.41889250,501.16711000,8519904.53791800,13918,1670149200000,1670149499999,0,BTCUSDT,17004.77000000,17002.57000000,17000.96000000,16995.09000000,329.32632000,5598646.20607420,149.21455000,2536732.33070210,9947,1670149500000,1670149799999,0,BTCUSDT,17004.54000000,16999.19000000,17001.98000000,16994.22000000,446.16948000,7584060.09186760,212.02100000,3604017.42270250,11589,1670149800000,1670150099999,0,BTCUSDT
17003.17000000,16994.37000000,16995.93000000,16992.01000000,600.57021000,10207682.92248000,286.57375000,4871043.06972970,11196,1670148900000,1670149199999,0,BTCUSDT,17006.96000000,17000.96000000,16993.83000000,16991.54000000,1022.49118000,17381761.41889250,501.16711000,8519904.53791800,13918,1670149200000,1670149499999,0,BTCUSDT,17004.77000000,17002.57000000,17000.96000000,16995.09000000,329.32632000,5598646.20607420,149.21455000,2536732.33070210,9947,1670149500000,1670149799999,0,BTCUSDT,17004.54000000,16999.19000000,17001.98000000,16994.22000000,446.16948000,7584060.09186760,212.02100000,3604017.42270250,11589,1670149800000,1670150099999,0,BTCUSDT,17001.89000000,16997.49000000,16999.19000000,16992.03000000,331.13601000,5628156.90230140,170.53914000,2898605.61538850,10626,1670150100000,1670150399999,0,BTCUSDT
17006.96000000,17000.96000000,16993.83000000,16991.54000000,1022.49118000,17381761.41889250,501.16711000,8519904.53791800,13918,1670149200000,1670149499999,0,BTCUSDT,17004.77000000,17002.57000000,17000.96000000,16995.09000000,329.32632000,5598646.20607420,149.21455000,2536732.33070210,9947,1670149500000,1670149799999,0,BTCUSDT,17004.54000000,16999.19000000,17001.98000000,16994.22000000,446.16948000,7584060.09186760,212.02100000,3604017.42270250,11589,1670149800000,1670150099999,0,BTCUSDT,17001.89000000,16997.49000000,16999.19000000,16992.03000000,331.13601000,5628156.90230140,170.53914000,2898605.61538850,10626,1670150100000,1670150399999,0,BTCUSDT,17007.43000000,17005.66000000,16997.89000000,16992.79000000,515.37006000,8761490.79836900,263.13072000,4473523.13496670,11149,1670150400000,1670150699999,0,BTCUSDT
17004.77000000,17002.57000000,17000.96000000,16995.09000000,329.32632000,5598646.20607420,149.21455000,2536732.33070210,9947,1670149500000,1670149799999,0,BTCUSDT,17004.54000000,16999.19000000,17001.98000000,16994.22000000,446.16948000,7584060.09186760,212.02100000,3604017.42270250,11589,1670149800000,1670150099999,0,BTCUSDT,17001.89000000,16997.49000000,16999.19000000,16992.03000000,331.13601000,5628156.90230140,170.53914000,2898605.61538850,10626,1670150100000,1670150399999,0,BTCUSDT,17007.43000000,17005.66000000,16997.89000000,16992.79000000,515.37006000,8761490.79836900,263.13072000,4473523.13496670,11149,1670150400000,1670150699999,0,BTCUSDT,17006.02000000,17000.21000000,17005.66000000,16997.38000000,398.56648000,6776166.43559340,173.43205000,2948578.15029310,10189,1670150700000,1670150999999,0,BTCUSDT
17004.54000000,16999.19000000,17001.98000000,16994.22000000,446.16948000,7584060.09186760,212.02100000,3604017.42270250,11589,1670149800000,1670150099999,0,BTCUSDT,17001.89000000,16997.49000000,16999.19000000,16992.03000000,331.13601000,5628156.90230140,170.53914000,2898605.61538850,10626,1670150100000,1670150399999,0,BTCUSDT,17007.43000000,17005.66000000,16997.89000000,16992.79000000,515.37006000,8761490.79836900,263.13072000,4473523.13496670,11149,1670150400000,1670150699999,0,BTCUSDT,17006.02000000,17000.21000000,17005.66000000,16997.38000000,398.56648000,6776166.43559340,173.43205000,2948578.15029310,10189,1670150700000,1670150999999,0,BTCUSDT,17006.53000000,17004.03000000,17000.21000000,16999.66000000,304.77636000,5182097.70629280,160.52440000,2729404.93480640,9571,1670151000000,1670151299999,0,BTCUSDT
17001.89000000,16997.49000000,16999.19000000,16992.03000000,331.13601000,5628156.90230140,170.53914000,2898605.61538850,10626,1670150100000,1670150399999,0,BTCUSDT,17007.43000000,17005.66000000,16997.89000000,16992.79000000,515.37006000,8761490.79836900,263.13072000,4473523.13496670,11149,1670150400000,1670150699999,0,BTCUSDT,17006.02000000,17000.21000000,17005.66000000,16997.38000000,398.56648000,6776166.43559340,173.43205000,2948578.15029310,10189,1670150700000,1670150999999,0,BTCUSDT,17006.53000000,17004.03000000,17000.21000000,16999.66000000,304.77636000,5182097.70629280,160.52440000,2729404.93480640,9571,1670151000000,1670151299999,0,BTCUSDT,17008.99000000,17001.95000000,17004.03000000,17000.01000000,332.86630000,5660098.85836390,156.82827000,2666774.46436750,9938,1670151300000,1670151599999,0,BTCUSDT
17007.43000000,17005.66000000,16997.89000000,16992.79000000,515.37006000,8761490.79836900,263.13072000,4473523.13496670,11149,1670150400000,1670150699999,0,BTCUSDT,17006.02000000,17000.21000000,17005.66000000,16997.38000000,398.56648000,6776166.43559340,173.43205000,2948578.15029310,10189,1670150700000,1670150999999,0,BTCUSDT,17006.53000000,17004.03000000,17000.21000000,16999.66000000,304.77636000,5182097.70629280,160.52440000,2729404.93480640,9571,1670151000000,1670151299999,0,BTCUSDT,17008.99000000,17001.95000000,17004.03000000,17000.01000000,332.86630000,5660098.85836390,156.82827000,2666774.46436750,9938,1670151300000,1670151599999,0,BTCUSDT,17005.11000000,17000.87000000,17001.43000000,16998.30000000,287.63008000,4890013.31020930,143.76116000,2444140.16581620,7878,1670151600000,1670151899999,0,BTCUSDT
17006.02000000,17000.21000000,17005.66000000,16997.38000000,398.56648000,6776166.43559340,173.43205000,2948578.15029310,10189,1670150700000,1670150999999,0,BTCUSDT,17006.53000000,17004.03000000,17000.21000000,16999.66000000,304.77636000,5182097.70629280,160.52440000,2729404.93480640,9571,1670151000000,1670151299999,0,BTCUSDT,17008.99000000,17001.95000000,17004.03000000,17000.01000000,332.86630000,5660098.85836390,156.82827000,2666774.46436750,9938,1670151300000,1670151599999,0,BTCUSDT,17005.11000000,17000.87000000,17001.43000000,16998.30000000,287.63008000,4890013.31020930,143.76116000,2444140.16581620,7878,1670151600000,1670151899999,0,BTCUSDT,17006.23000000,17002.77000000,17000.87000000,16999.00000000,311.77254000,5300718.17738690,148.59066000,2526347.00024990,7828,1670151900000,1670152199999,0,BTCUSDT
17006.53000000,17004.03000000,17000.21000000,16999.66000000,304.77636000,5182097.70629280,160.52440000,2729404.93480640,9571,1670151000000,1670151299999,0,BTCUSDT,17008.99000000,17001.95000000,17004.03000000,17000.01000000,332.86630000,5660098.85836390,156.82827000,2666774.46436750,9938,1670151300000,1670151599999,0,BTCUSDT,17005.11000000,17000.87000000,17001.43000000,16998.30000000,287.63008000,4890013.31020930,143.76116000,2444140.16581620,7878,1670151600000,1670151899999,0,BTCUSDT,17006.23000000,17002.77000000,17000.87000000,16999.00000000,311.77254000,5300718.17738690,148.59066000,2526347.00024990,7828,1670151900000,1670152199999,0,BTCUSDT,17002.91000000,16993.79000000,17002.38000000,16990.11000000,445.03655000,7563947.67993240,194.86604000,3312031.06480430,9932,1670152200000,1670152499999,0,BTCUSDT
17008.99000000,17001.95000000,17004.03000000,17000.01000000,332.86630000,5660098.85836390,156.82827000,2666774.46436750,9938,1670151300000,1670151599999,0,BTCUSDT,17005.11000000,17000.87000000,17001.43000000,16998.30000000,287.63008000,4890013.31020930,143.76116000,2444140.16581620,7878,1670151600000,1670151899999,0,BTCUSDT,17006.23000000,17002.77000000,17000.87000000,16999.00000000,311.77254000,5300718.17738690,148.59066000,2526347.00024990,7828,1670151900000,1670152199999,0,BTCUSDT,17002.91000000,16993.79000000,17002.38000000,16990.11000000,445.03655000,7563947.67993240,194.86604000,3312031.06480430,9932,1670152200000,1670152499999,0,BTCUSDT,16998.03000000,16989.69000000,16993.79000000,16988.47000000,393.25070000,6682418.37924850,169.31443000,2877180.58086600,10968,1670152500000,1670152799999,0,BTCUSDT
17005.11000000,17000.87000000,17001.43000000,16998.30000000,287.63008000,4890013.31020930,143.76116000,2444140.16581620,7878,1670151600000,1670151899999,0,BTCUSDT,17006.23000000,17002.77000000,17000.87000000,16999.00000000,311.77254000,5300718.17738690,148.59066000,2526347.00024990,7828,1670151900000,1670152199999,0,BTCUSDT,17002.91000000,16993.79000000,17002.38000000,16990.11000000,445.03655000,7563947.67993240,194.86604000,3312031.06480430,9932,1670152200000,1670152499999,0,BTCUSDT,16998.03000000,16989.69000000,16993.79000000,16988.47000000,393.25070000,6682418.37924850,169.31443000,2877180.58086600,10968,1670152500000,1670152799999,0,BTCUSDT,16992.99000000,16958.70000000,16990.00000000,16951.00000000,1498.86368000,25435669.84426440,668.25718000,11340050.15080470,23856,1670152800000,1670153099999,0,BTCUSDT
17006.23000000,17002.77000000,17000.87000000,16999.00000000,311.77254000,5300718.17738690,148.59066000,2526347.00024990,7828,1670151900000,1670152199999,0,BTCUSDT,17002.91000000,16993.79000000,17002.38000000,16990.11000000,445.03655000,7563947.67993240,194.86604000,3312031.06480430,9932,1670152200000,1670152499999,0,BTCUSDT,16998.03000000,16989.69000000,16993.79000000,16988.47000000,393.25070000,6682418.37924850,169.31443000,2877180.58086600,10968,1670152500000,1670152799999,0,BTCUSDT,16992.99000000,16958.70000000,16990.00000000,16951.00000000,1498.86368000,25435669.84426440,668.25718000,11340050.15080470,23856,1670152800000,1670153099999,0,BTCUSDT,16973.09000000,16961.45000000,16958.70000000,16954.11000000,772.39766000,13101117.82927020,398.49595000,6759208.92853270,18333,1670153100000,1670153399999,0,BTCUSDT
17002.91000000,16993.79000000,17002.38000000,16990.11000000,445.03655000,7563947.67993240,194.86604000,3312031.06480430,9932,1670152200000,1670152499999,0,BTCUSDT,16998.03000000,16989.69000000,16993.79000000,16988.47000000,393.25070000,6682418.37924850,169.31443000,2877180.58086600,10968,1670152500000,1670152799999,0,BTCUSDT,16992.99000000,16958.70000000,16990.00000000,16951.00000000,1498.86368000,25435669.84426440,668.25718000,11340050.15080470,23856,1670152800000,1670153099999,0,BTCUSDT,16973.09000000,16961.45000000,16958.70000000,16954.11000000,772.39766000,13101117.82927020,398.49595000,6759208.92853270,18333,1670153100000,1670153399999,0,BTCUSDT,16962.60000000,16938.96000000,16961.90000000,16926.84000000,1256.86357000,21292423.40092120,548.94224000,9299273.85332930,24553,1670153400000,1670153699999,0,BTCUSDT
16998.03000000,16989.69000000,16993.79000000,16988.47000000,393.25070000,6682418.37924850,169.31443000,2877180.58086600,10968,1670152500000,1670152799999,0,BTCUSDT,16992.99000000,16958.70000000,16990.00000000,16951.00000000,1498.86368000,25435669.84426440,668.25718000,11340050.15080470,23856,1670152800000,1670153099999,0,BTCUSDT,16973.09000000,16961.45000000,16958.70000000,16954.11000000,772.39766000,13101117.82927020,398.49595000,6759208.92853270,18333,1670153100000,1670153399999,0,BTCUSDT,16962.60000000,16938.96000000,16961.90000000,16926.84000000,1256.86357000,21292423.40092120,548.94224000,9299273.85332930,24553,1670153400000,1670153699999,0,BTCUSDT,16941.99000000,16940.02000000,16938.13000000,16918.66000000,908.61682000,15384031.26934730,437.49379000,7407543.17958220,20784,1670153700000,1670153999999,0,BTCUSDT
16992.99000000,16958.70000000,16990.00000000,16951.00000000,1498.86368000,25435669.84426440,668.25718000,11340050.15080470,23856,1670152800000,1670153099999,0,BTCUSDT,16973.09000000,16961.45000000,16958.70000000,16954.11000000,772.39766000,13101117.82927020,398.49595000,6759208.92853270,18333,1670153100000,1670153399999,0,BTCUSDT,16962.60000000,16938.96000000,16961.90000000,16926.84000000,1256.86357000,21292423.40092120,548.94224000,9299273.85332930,24553,1670153400000,1670153699999,0,BTCUSDT,16941.99000000,16940.02000000,16938.13000000,16918.66000000,908.61682000,15384031.26934730,437.49379000,7407543.17958220,20784,1670153700000,1670153999999,0,BTCUSDT,16941.56000000,16934.00000000,16940.13000000,16905.01000000,1097.43034000,18571821.65658410,554.14105000,9377729.99780930,22264,1670154000000,1670154299999,0,BTCUSDT
